,ID,Nachname,Vorname,Adelstitel,Anrede_Titel,Geburtsdatum,Geburtsort,Sterbedatum,Geschlecht,Religion,Beruf,Partei,Profession,is_stem,WP,Von,Bis,Wahlkreis,Bundesland,Liste,Mandatsart
9467,11003434,Reimann,Carola,,Dr.,25.08.1967,Goch / Kreis Kleve,,weiblich,ohne Angaben,Biotechnologin,SPD,Biotechnologist (female),Yes,17,27.10.2009,22.10.2013,Braunschweig,NDS,,Direktwahl
9468,11003434,Reimann,Carola,,Dr.,25.08.1967,Goch / Kreis Kleve,,weiblich,ohne Angaben,Biotechnologin,SPD,Biotechnologist (female),Yes,18,22.10.2013,24.10.2017,Braunschweig,NI,,Direktwahl
9469,11003434,Reimann,Carola,,Dr.,25.08.1967,Goch / Kreis Kleve,,weiblich,ohne Angaben,Biotechnologin,SPD,Biotechnologist (female),Yes,19,24.10.2017,21.11.2017,Braunschweig,NI,,Direktwahl
9470,11003439,Bettin,Grietje,,,16.07.1975,Wuppertal,,weiblich,ohne Angaben,Dipl.-Pädagogin,BÜNDNIS 90/DIE GRÜNEN,Graduate Pedagogue (female),No,14,03.04.2000,17.10.2002,,,SWH,Landesliste
9471,11003439,Bettin,Grietje,,,16.07.1975,Wuppertal,,weiblich,ohne Angaben,Dipl.-Pädagogin,BÜNDNIS 90/DIE GRÜNEN,Graduate Pedagogue (female),No,15,17.10.2002,18.10.2005,,,SWH,Landesliste
9472,11003439,Bettin,Grietje,,,16.07.1975,Wuppertal,,weiblich,ohne Angaben,Dipl.-Pädagogin,BÜNDNIS 90/DIE GRÜNEN,Graduate Pedagogue (female),No,16,18.10.2005,27.10.2009,,,SWH,Landesliste
9473,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,16,18.10.2005,27.10.2009,Mettmann II,NRW,,Direktwahl
9474,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,17,23.07.2010,22.10.2013,,,NRW,Landesliste
9475,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,18,22.10.2013,24.10.2017,,,NW,Landesliste
9476,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,19,24.10.2017,26.10.2021,,,NW,Landesliste
9477,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,20,26.10.2021,,,,NW,Landesliste
9478,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,14,11.05.2000,17.10.2002,,,NRW,Landesliste
9479,11003440,Griese,Kerstin,,,06.12.1966,Münster / Westfalen,,weiblich,evangelisch,"Historikerin, Parl. Staatssekretärin",SPD,"Historian, Parliamentary State Secretary (female)",No,15,17.10.2002,18.10.2005,Mettmann II,NRW,,Direktwahl
9480,11003449,Maier,Pia,,,17.03.1971,Sindelfingen,,weiblich,ohne Angaben,Politikwissenschaftlerin,PDS,Political Scientist (female),No,14,31.08.2000,17.10.2002,,,HES,Landesliste
9481,11003450,Kelber,Ulrich,,,29.03.1968,Bamberg,,männlich,ohne Angaben,Dipl.-Informatiker,SPD,Graduate Computer Scientist,Yes,14,01.09.2000,17.10.2002,,,NRW,Landesliste
9482,11003450,Kelber,Ulrich,,,29.03.1968,Bamberg,,männlich,ohne Angaben,Dipl.-Informatiker,SPD,Graduate Computer Scientist,Yes,15,17.10.2002,18.10.2005,Bonn,NRW,,Direktwahl
9483,11003450,Kelber,Ulrich,,,29.03.1968,Bamberg,,männlich,ohne Angaben,Dipl.-Informatiker,SPD,Graduate Computer Scientist,Yes,16,18.10.2005,27.10.2009,Bonn,NRW,,Direktwahl
9484,11003450,Kelber,Ulrich,,,29.03.1968,Bamberg,,männlich,ohne Angaben,Dipl.-Informatiker,SPD,Graduate Computer Scientist,Yes,17,27.10.2009,22.10.2013,Bonn,NRW,,Direktwahl
9485,11003450,Kelber,Ulrich,,,29.03.1968,Bamberg,,männlich,ohne Angaben,Dipl.-Informatiker,SPD,Graduate Computer Scientist,Yes,18,22.10.2013,24.10.2017,Bonn,NW,,Direktwahl
9486,11003450,Kelber,Ulrich,,,29.03.1968,Bamberg,,männlich,ohne Angaben,Dipl.-Informatiker,SPD,Graduate Computer Scientist,Yes,19,24.10.2017,06.01.2019,Bonn,NW,,Direktwahl
9487,11003473,Schmidt (Weilburg),Frank,,Dr.,10.03.1966,Limburg a. d. Lahn,,männlich,evangelisch,Historiker,SPD,Historian,No,14,14.05.2001,17.10.2002,,,HES,Landesliste
9488,11003473,Schmidt (Weilburg),Frank,,Dr.,10.03.1966,Limburg a. d. Lahn,,männlich,evangelisch,Historiker,SPD,Historian,No,16,18.10.2005,24.05.2009,,,HES,Landesliste
9489,11003480,Blumenthal,Antje,,,25.12.1947,Itzehoe,,weiblich,evangelisch,Beamtin,CDU,Civil Servant (female),No,14,08.11.2001,17.10.2002,,,HBG,Landesliste
9490,11003480,Blumenthal,Antje,,,25.12.1947,Itzehoe,,weiblich,evangelisch,Beamtin,CDU,Civil Servant (female),No,15,17.10.2002,18.10.2005,,,HBG,Landesliste
9491,11003480,Blumenthal,Antje,,,25.12.1947,Itzehoe,,weiblich,evangelisch,Beamtin,CDU,Civil Servant (female),No,16,18.10.2005,27.10.2009,,,HBG,Landesliste
9492,11003482,Lösekrug-Möller,Gabriele,,,20.04.1951,Bovenden bei Göttingen,,weiblich,evangelisch,"Dipl.-Sozialpädagogin, PSts a. D.",SPD,"Graduate Social Pedagogue, Former Parliamentary State Secretary (female)",No,14,01.11.2001,17.10.2002,,,NDS,Landesliste
9493,11003482,Lösekrug-Möller,Gabriele,,,20.04.1951,Bovenden bei Göttingen,,weiblich,evangelisch,"Dipl.-Sozialpädagogin, PSts a. D.",SPD,"Graduate Social Pedagogue, Former Parliamentary State Secretary (female)",No,15,17.10.2002,18.10.2005,,,NDS,Landesliste
9494,11003482,Lösekrug-Möller,Gabriele,,,20.04.1951,Bovenden bei Göttingen,,weiblich,evangelisch,"Dipl.-Sozialpädagogin, PSts a. D.",SPD,"Graduate Social Pedagogue, Former Parliamentary State Secretary (female)",No,16,18.10.2005,27.10.2009,Hameln-Pyrmont - Holzminden,NDS,,Direktwahl
9495,11003482,Lösekrug-Möller,Gabriele,,,20.04.1951,Bovenden bei Göttingen,,weiblich,evangelisch,"Dipl.-Sozialpädagogin, PSts a. D.",SPD,"Graduate Social Pedagogue, Former Parliamentary State Secretary (female)",No,17,27.10.2009,22.10.2013,Hameln-Pyrmont - Holzminden,NDS,,Direktwahl
9496,11003482,Lösekrug-Möller,Gabriele,,,20.04.1951,Bovenden bei Göttingen,,weiblich,evangelisch,"Dipl.-Sozialpädagogin, PSts a. D.",SPD,"Graduate Social Pedagogue, Former Parliamentary State Secretary (female)",No,18,22.10.2013,24.10.2017,Hameln-Pyrmont - Holzminden,NI,,Direktwahl
9497,11003489,Grygier,Bärbel,,,20.02.1955,Berlin,,weiblich,ohne Angaben,Psychlogin,PDS,Psychologist (female),No,14,08.02.2002,17.10.2002,,,BLN,Landesliste
9498,11003490,Serowiecki,Gudrun,,,01.08.1956,Aschersleben,,weiblich,ohne Angaben,Dipl.-Lehrerin,FDP,Graduate Teacher (female),No,14,03.06.2002,17.10.2002,,,SAA,Landesliste
9499,11003492,Akgün,Lale,,Dr.,17.09.1953,Istanbul,,weiblich,Islam,Dipl.-Psychologin,SPD,Graduate Psychologist (female),No,15,17.10.2002,18.10.2005,Köln II,NRW,,Direktwahl
9500,11003492,Akgün,Lale,,Dr.,17.09.1953,Istanbul,,weiblich,Islam,Dipl.-Psychologin,SPD,Graduate Psychologist (female),No,16,18.10.2005,27.10.2009,Köln II,NRW,,Direktwahl
9501,11003493,Andreae,Kerstin,,,21.10.1968,Schramberg,,weiblich,evangelisch,Dipl.-Volkswirtin,BÜNDNIS 90/DIE GRÜNEN,Graduate Economist (female),No,15,17.10.2002,18.10.2005,,,BWG,Landesliste
9502,11003493,Andreae,Kerstin,,,21.10.1968,Schramberg,,weiblich,evangelisch,Dipl.-Volkswirtin,BÜNDNIS 90/DIE GRÜNEN,Graduate Economist (female),No,16,18.10.2005,27.10.2009,,,BWG,Landesliste
9503,11003493,Andreae,Kerstin,,,21.10.1968,Schramberg,,weiblich,evangelisch,Dipl.-Volkswirtin,BÜNDNIS 90/DIE GRÜNEN,Graduate Economist (female),No,17,27.10.2009,22.10.2013,,,BWG,Landesliste
9504,11003493,Andreae,Kerstin,,,21.10.1968,Schramberg,,weiblich,evangelisch,Dipl.-Volkswirtin,BÜNDNIS 90/DIE GRÜNEN,Graduate Economist (female),No,18,22.10.2013,24.10.2017,,,BW,Landesliste
9505,11003493,Andreae,Kerstin,,,21.10.1968,Schramberg,,weiblich,evangelisch,Dipl.-Volkswirtin,BÜNDNIS 90/DIE GRÜNEN,Graduate Economist (female),No,19,24.10.2017,31.10.2019,,,BW,Landesliste
9506,11003494,Bätzing,Sabine,,,13.02.1975,Altenkirchen,,weiblich,katholisch,Dipl.-Verwaltungswirtin (FH),SPD,Graduate Administrative Economist (University of Applied Sciences) (female),No,15,17.10.2002,18.10.2005,Neuwied,RPF,,Direktwahl
9507,11003494,Bätzing,Sabine,,,13.02.1975,Altenkirchen,,weiblich,katholisch,Dipl.-Verwaltungswirtin (FH),SPD,Graduate Administrative Economist (University of Applied Sciences) (female),No,16,18.10.2005,27.10.2009,Neuwied,RPF,,Direktwahl
9508,11003494,Bätzing,Sabine,,,13.02.1975,Altenkirchen,,weiblich,katholisch,Dipl.-Verwaltungswirtin (FH),SPD,Graduate Administrative Economist (University of Applied Sciences) (female),No,17,27.10.2009,22.10.2013,,,RPF,Landesliste
9509,11003494,Bätzing,Sabine,,,13.02.1975,Altenkirchen,,weiblich,katholisch,Dipl.-Verwaltungswirtin (FH),SPD,Graduate Administrative Economist (University of Applied Sciences) (female),No,18,22.10.2013,11.11.2014,,,RP,Landesliste
9510,11003495,Bahr,Daniel,,,04.11.1976,Lahnstein,,männlich,katholisch,"Bankkaufmann, Volkswirt, MBA, BM a. D.",FDP,"Bank Clerk, Economist, MBA, Former Federal Minister",No,15,17.10.2002,18.10.2005,,,NRW,Landesliste
9511,11003495,Bahr,Daniel,,,04.11.1976,Lahnstein,,männlich,katholisch,"Bankkaufmann, Volkswirt, MBA, BM a. D.",FDP,"Bank Clerk, Economist, MBA, Former Federal Minister",No,16,18.10.2005,27.10.2009,,,NRW,Landesliste
9512,11003495,Bahr,Daniel,,,04.11.1976,Lahnstein,,männlich,katholisch,"Bankkaufmann, Volkswirt, MBA, BM a. D.",FDP,"Bank Clerk, Economist, MBA, Former Federal Minister",No,17,27.10.2009,22.10.2013,,,NRW,Landesliste
9513,11003496,Bartol,Sören,,,04.09.1974,Hamburg,,männlich,evangelisch,Diplom-Politologe,SPD,Graduate Political Scientist,No,15,17.10.2002,18.10.2005,Marburg,HES,,Direktwahl
9514,11003496,Bartol,Sören,,,04.09.1974,Hamburg,,männlich,evangelisch,Diplom-Politologe,SPD,Graduate Political Scientist,No,16,18.10.2005,27.10.2009,Marburg,HES,,Direktwahl
9515,11003496,Bartol,Sören,,,04.09.1974,Hamburg,,männlich,evangelisch,Diplom-Politologe,SPD,Graduate Political Scientist,No,17,27.10.2009,22.10.2013,Marburg,HES,,Direktwahl
9516,11003496,Bartol,Sören,,,04.09.1974,Hamburg,,männlich,evangelisch,Diplom-Politologe,SPD,Graduate Political Scientist,No,18,22.10.2013,24.10.2017,Marburg,HE,,Direktwahl
9517,11003496,Bartol,Sören,,,04.09.1974,Hamburg,,männlich,evangelisch,Diplom-Politologe,SPD,Graduate Political Scientist,No,19,24.10.2017,26.10.2021,Marburg,HE,,Direktwahl
9518,11003496,Bartol,Sören,,,04.09.1974,Hamburg,,männlich,evangelisch,Diplom-Politologe,SPD,Graduate Political Scientist,No,20,26.10.2021,,Marburg,HE,,Direktwahl
9519,11003497,Beck,Ernst-Reinhard,,,31.08.1945,Frohnstetten / Kreis Sigmaringen,,männlich,katholisch,"Oberstudiendirektor a. D., Oberst d. R.",CDU,"Former Senior Headmaster, Colonel of the Reserve",No,15,17.10.2002,18.10.2005,Reutlingen,BWG,,Direktwahl
9520,11003497,Beck,Ernst-Reinhard,,,31.08.1945,Frohnstetten / Kreis Sigmaringen,,männlich,katholisch,"Oberstudiendirektor a. D., Oberst d. R.",CDU,"Former Senior Headmaster, Colonel of the Reserve",No,16,18.10.2005,27.10.2009,Reutlingen,BWG,,Direktwahl
9521,11003497,Beck,Ernst-Reinhard,,,31.08.1945,Frohnstetten / Kreis Sigmaringen,,männlich,katholisch,"Oberstudiendirektor a. D., Oberst d. R.",CDU,"Former Senior Headmaster, Colonel of the Reserve",No,17,27.10.2009,22.10.2013,Reutlingen,BWG,,Direktwahl
9522,11003498,Beckmeyer,Uwe,,,26.03.1949,Bremerhaven,,männlich,evangelisch-lutherisch,"Lehrer, Parl. Staatssekretär",SPD,"Teacher, Parliamentary State Secretary",No,15,17.10.2002,18.10.2005,Bremen II - Bremerhaven,BRE,,Direktwahl
9523,11003498,Beckmeyer,Uwe,,,26.03.1949,Bremerhaven,,männlich,evangelisch-lutherisch,"Lehrer, Parl. Staatssekretär",SPD,"Teacher, Parliamentary State Secretary",No,16,18.10.2005,27.10.2009,Bremen II - Bremerhaven,BRE,,Direktwahl
9524,11003498,Beckmeyer,Uwe,,,26.03.1949,Bremerhaven,,männlich,evangelisch-lutherisch,"Lehrer, Parl. Staatssekretär",SPD,"Teacher, Parliamentary State Secretary",No,17,27.10.2009,22.10.2013,Bremen II - Bremerhaven,BRE,,Direktwahl
9525,11003498,Beckmeyer,Uwe,,,26.03.1949,Bremerhaven,,männlich,evangelisch-lutherisch,"Lehrer, Parl. Staatssekretär",SPD,"Teacher, Parliamentary State Secretary",No,18,22.10.2013,24.10.2017,Bremen II - Bremerhaven,HB,,Direktwahl
9526,11003499,Lanzinger,Barbara,,,22.12.1954,Amberg,,weiblich,römisch-katholisch,Sozialpädagogin,CSU,Social Pedagogue (female),No,15,17.10.2002,18.10.2005,,,BAY,Landesliste
9527,11003499,Lanzinger,Barbara,,,22.12.1954,Amberg,,weiblich,römisch-katholisch,Sozialpädagogin,CSU,Social Pedagogue (female),No,18,22.10.2013,24.10.2017,,,BY,Landesliste
9528,11003500,Behm,Cornelia,,,20.09.1951,Kleinmachnow,,weiblich,evangelisch,Dipl.-Agraringenieurin,BÜNDNIS 90/DIE GRÜNEN,Graduate Agricultural Engineer (female),Yes,15,17.10.2002,18.10.2005,,,BRA,Landesliste
9529,11003500,Behm,Cornelia,,,20.09.1951,Kleinmachnow,,weiblich,evangelisch,Dipl.-Agraringenieurin,BÜNDNIS 90/DIE GRÜNEN,Graduate Agricultural Engineer (female),Yes,16,18.10.2005,27.10.2009,,,BRA,Landesliste
9530,11003500,Behm,Cornelia,,,20.09.1951,Kleinmachnow,,weiblich,evangelisch,Dipl.-Agraringenieurin,BÜNDNIS 90/DIE GRÜNEN,Graduate Agricultural Engineer (female),Yes,17,27.10.2009,22.10.2013,,,BRA,Landesliste
9531,11003501,Bellmann,Veronika,,,20.11.1960,Karl-Marx-Stadt / Chemnitz,,weiblich,katholisch,"Verwaltungs-Betriebswirtin (VWA), Fachkauffrau für Marketing /Vertrieb (VWA)",CDU,"Administrative Business Economist (VWA), Specialist for Marketing/Sales (VWA) (female)",No,15,17.10.2002,18.10.2005,Freiberg - Mittlerer Erzgebirgskreis,SAC,,Direktwahl
9532,11003501,Bellmann,Veronika,,,20.11.1960,Karl-Marx-Stadt / Chemnitz,,weiblich,katholisch,"Verwaltungs-Betriebswirtin (VWA), Fachkauffrau für Marketing /Vertrieb (VWA)",CDU,"Administrative Business Economist (VWA), Specialist for Marketing/Sales (VWA) (female)",No,16,18.10.2005,27.10.2009,Freiberg - Mittlerer Erzgebirgskreis,SAC,,Direktwahl
9533,11003501,Bellmann,Veronika,,,20.11.1960,Karl-Marx-Stadt / Chemnitz,,weiblich,katholisch,"Verwaltungs-Betriebswirtin (VWA), Fachkauffrau für Marketing /Vertrieb (VWA)",CDU,"Administrative Business Economist (VWA), Specialist for Marketing/Sales (VWA) (female)",No,17,27.10.2009,22.10.2013,Mittelsachsen,SAC,,Direktwahl
9534,11003501,Bellmann,Veronika,,,20.11.1960,Karl-Marx-Stadt / Chemnitz,,weiblich,katholisch,"Verwaltungs-Betriebswirtin (VWA), Fachkauffrau für Marketing /Vertrieb (VWA)",CDU,"Administrative Business Economist (VWA), Specialist for Marketing/Sales (VWA) (female)",No,18,22.10.2013,24.10.2017,Mittelsachsen,SN,,Direktwahl
9535,11003501,Bellmann,Veronika,,,20.11.1960,Karl-Marx-Stadt / Chemnitz,,weiblich,katholisch,"Verwaltungs-Betriebswirtin (VWA), Fachkauffrau für Marketing /Vertrieb (VWA)",CDU,"Administrative Business Economist (VWA), Specialist for Marketing/Sales (VWA) (female)",No,19,24.10.2017,26.10.2021,Mittelsachsen,SN,,Direktwahl
9536,11003502,Bender,Birgitt,,,28.12.1956,Düsseldorf,,weiblich,ohne Angaben,Juristin,BÜNDNIS 90/DIE GRÜNEN,Jurist (female),No,15,17.10.2002,18.10.2005,,,BWG,Landesliste
9537,11003502,Bender,Birgitt,,,28.12.1956,Düsseldorf,,weiblich,ohne Angaben,Juristin,BÜNDNIS 90/DIE GRÜNEN,Jurist (female),No,16,18.10.2005,27.10.2009,,,BWG,Landesliste
9538,11003502,Bender,Birgitt,,,28.12.1956,Düsseldorf,,weiblich,ohne Angaben,Juristin,BÜNDNIS 90/DIE GRÜNEN,Jurist (female),No,17,27.10.2009,22.10.2013,,,BWG,Landesliste
9539,11003503,Benneter,Klaus Uwe,,,01.03.1947,Karlsruhe,,männlich,evangelisch,Rechtsanwalt und Notar,SPD,Lawyer and Notary,No,15,17.10.2002,18.10.2005,Berlin-Steglitz - Zehlendorf,BLN,,Direktwahl
9540,11003503,Benneter,Klaus Uwe,,,01.03.1947,Karlsruhe,,männlich,evangelisch,Rechtsanwalt und Notar,SPD,Lawyer and Notary,No,16,18.10.2005,27.10.2009,,,BLN,Landesliste
9541,11003504,Berg,Ute,,,24.07.1953,Essen,,weiblich,ohne Angaben,Lehrerin,SPD,Teacher (female),No,15,17.10.2002,18.10.2005,,,NRW,Landesliste
9542,11003504,Berg,Ute,,,24.07.1953,Essen,,weiblich,ohne Angaben,Lehrerin,SPD,Teacher (female),No,16,18.10.2005,27.10.2009,,,NRW,Landesliste
9543,11003505,Bergner,Christoph,,Dr.,24.11.1948,Zwickau / Sachsen,,männlich,evangelisch,"Hochschulagraringenieur, MP a. D., Parl. Staatssekretär a. D.",CDU,"University Agricultural Engineer, Former Prime Minister, Former Parliamentary State Secretary",Yes,15,17.10.2002,18.10.2005,,,SAA,Landesliste
9544,11003505,Bergner,Christoph,,Dr.,24.11.1948,Zwickau / Sachsen,,männlich,evangelisch,"Hochschulagraringenieur, MP a. D., Parl. Staatssekretär a. D.",CDU,"University Agricultural Engineer, Former Prime Minister, Former Parliamentary State Secretary",Yes,16,18.10.2005,27.10.2009,,,SAA,Landesliste
9545,11003505,Bergner,Christoph,,Dr.,24.11.1948,Zwickau / Sachsen,,männlich,evangelisch,"Hochschulagraringenieur, MP a. D., Parl. Staatssekretär a. D.",CDU,"University Agricultural Engineer, Former Prime Minister, Former Parliamentary State Secretary",Yes,17,27.10.2009,22.10.2013,,,SAA,Landesliste
9546,11003505,Bergner,Christoph,,Dr.,24.11.1948,Zwickau / Sachsen,,männlich,evangelisch,"Hochschulagraringenieur, MP a. D., Parl. Staatssekretär a. D.",CDU,"University Agricultural Engineer, Former Prime Minister, Former Parliamentary State Secretary",Yes,18,22.10.2013,24.10.2017,Halle,ST,,Direktwahl
9547,11003506,Bietmann,Rolf,,Dr.,18.05.1954,Bork bei Münster,,männlich,katholisch,"Rechtsanwalt, Professor",CDU,"Lawyer, Professor",No,15,17.10.2002,18.10.2005,,,NRW,Landesliste
9548,11003507,Binninger,Clemens,,,24.04.1962,Bonndorf,,männlich,katholisch,Polizeioberrat a. D.,CDU,Former Senior Police Councillor,No,15,17.10.2002,18.10.2005,Böblingen,BWG,,Direktwahl
9549,11003507,Binninger,Clemens,,,24.04.1962,Bonndorf,,männlich,katholisch,Polizeioberrat a. D.,CDU,Former Senior Police Councillor,No,16,18.10.2005,27.10.2009,Böblingen,BWG,,Direktwahl
9550,11003507,Binninger,Clemens,,,24.04.1962,Bonndorf,,männlich,katholisch,Polizeioberrat a. D.,CDU,Former Senior Police Councillor,No,17,27.10.2009,22.10.2013,Böblingen,BWG,,Direktwahl
9551,11003507,Binninger,Clemens,,,24.04.1962,Bonndorf,,männlich,katholisch,Polizeioberrat a. D.,CDU,Former Senior Police Councillor,No,18,22.10.2013,24.10.2017,Böblingen,BW,,Direktwahl
9552,11003508,Bollmann,Gerd,,,28.09.1947,Wanne-Eickel,17.09.2017,männlich,evangelisch,Berufsschullehrer,SPD,Vocational School Teacher,No,15,17.10.2002,18.10.2005,Herne - Bochum II,NRW,,Direktwahl
9553,11003508,Bollmann,Gerd,,,28.09.1947,Wanne-Eickel,17.09.2017,männlich,evangelisch,Berufsschullehrer,SPD,Vocational School Teacher,No,16,18.10.2005,27.10.2009,Herne - Bochum II,NRW,,Direktwahl
9554,11003508,Bollmann,Gerd,,,28.09.1947,Wanne-Eickel,17.09.2017,männlich,evangelisch,Berufsschullehrer,SPD,Vocational School Teacher,No,17,27.10.2009,22.10.2013,Herne - Bochum II,NRW,,Direktwahl
9555,11003509,Bonde,Alexander,,,12.01.1975,Freiburg / Breisgau,,männlich,evangelisch,Angestellter,BÜNDNIS 90/DIE GRÜNEN,Employee,No,15,17.10.2002,18.10.2005,,,BWG,Landesliste
9556,11003509,Bonde,Alexander,,,12.01.1975,Freiburg / Breisgau,,männlich,evangelisch,Angestellter,BÜNDNIS 90/DIE GRÜNEN,Employee,No,16,18.10.2005,27.10.2009,,,BWG,Landesliste
9557,11003509,Bonde,Alexander,,,12.01.1975,Freiburg / Breisgau,,männlich,evangelisch,Angestellter,BÜNDNIS 90/DIE GRÜNEN,Employee,No,17,27.10.2009,23.05.2011,,,BWG,Landesliste
9558,11003510,Braun,Helge,,Dr.,18.10.1972,Gießen,,männlich,ohne Angaben,Arzt,CDU,Doctor,No,15,17.10.2002,18.10.2005,,,HES,Landesliste
9559,11003510,Braun,Helge,,Dr.,18.10.1972,Gießen,,männlich,ohne Angaben,Arzt,CDU,Doctor,No,17,27.10.2009,22.10.2013,Gießen,HES,,Direktwahl
9560,11003510,Braun,Helge,,Dr.,18.10.1972,Gießen,,männlich,ohne Angaben,Arzt,CDU,Doctor,No,18,22.10.2013,24.10.2017,Gießen,HE,,Direktwahl
9561,11003510,Braun,Helge,,Dr.,18.10.1972,Gießen,,männlich,ohne Angaben,Arzt,CDU,Doctor,No,19,24.10.2017,26.10.2021,Gießen,HE,,Direktwahl
9562,11003510,Braun,Helge,,Dr.,18.10.1972,Gießen,,männlich,ohne Angaben,Arzt,CDU,Doctor,No,20,26.10.2021,,,,HE,Landesliste
9563,11003511,Brüning,Monika,,,13.07.1951,Bremen,12.12.2022,weiblich,evangelisch-lutherisch,"Wirtschaftsinformatikerin, Major d. R.",CDU,"Business Information Scientist, Reserve Major (female)",Yes,15,17.10.2002,18.10.2005,Hannover-Land I,NDS,NDS,Landesliste
9564,11003511,Brüning,Monika,,,13.07.1951,Bremen,12.12.2022,weiblich,evangelisch-lutherisch,"Wirtschaftsinformatikerin, Major d. R.",CDU,"Business Information Scientist, Reserve Major (female)",Yes,16,18.10.2005,27.10.2009,Hannover-Land I,NDS,NDS,Landesliste
9565,11003512,Bülow,Marco,,,14.06.1971,Dortmund,,männlich,ohne Angaben,Freier Journalist,Die PARTEI,Freelance Journalist,No,15,17.10.2002,18.10.2005,Dortmund I,NRW,,Direktwahl
9566,11003512,Bülow,Marco,,,14.06.1971,Dortmund,,männlich,ohne Angaben,Freier Journalist,Die PARTEI,Freelance Journalist,No,16,18.10.2005,27.10.2009,Dortmund I,NRW,,Direktwahl
9567,11003512,Bülow,Marco,,,14.06.1971,Dortmund,,männlich,ohne Angaben,Freier Journalist,Die PARTEI,Freelance Journalist,No,17,27.10.2009,22.10.2013,Dortmund I,NRW,,Direktwahl
9568,11003512,Bülow,Marco,,,14.06.1971,Dortmund,,männlich,ohne Angaben,Freier Journalist,Die PARTEI,Freelance Journalist,No,18,22.10.2013,24.10.2017,Dortmund I,NW,,Direktwahl
9569,11003512,Bülow,Marco,,,14.06.1971,Dortmund,,männlich,ohne Angaben,Freier Journalist,Die PARTEI,Freelance Journalist,No,19,24.10.2017,26.10.2021,Dortmund I,NW,,Direktwahl
9570,11003513,Butalikakis,Verena,,,26.03.1955,Berlin,08.02.2018,weiblich,evangelisch,"Lehrerin, Staatssekretärin a. D.",CDU,"Teacher, Former State Secretary (female)",No,15,17.10.2002,18.10.2005,,,BLN,Landesliste
9571,11003514,Connemann,Gitta,,,10.05.1964,Leer,,weiblich,,"Verkäuferin, Volljuristin",CDU,"Sales Clerk, Fully Qualified Lawyer (female)",No,15,17.10.2002,18.10.2005,Unterems,NDS,,Direktwahl
9572,11003514,Connemann,Gitta,,,10.05.1964,Leer,,weiblich,,"Verkäuferin, Volljuristin",CDU,"Sales Clerk, Fully Qualified Lawyer (female)",No,16,18.10.2005,27.10.2009,Unterems,NDS,,Direktwahl
9573,11003514,Connemann,Gitta,,,10.05.1964,Leer,,weiblich,,"Verkäuferin, Volljuristin",CDU,"Sales Clerk, Fully Qualified Lawyer (female)",No,17,27.10.2009,22.10.2013,Unterems,NDS,,Direktwahl
9574,11003514,Connemann,Gitta,,,10.05.1964,Leer,,weiblich,,"Verkäuferin, Volljuristin",CDU,"Sales Clerk, Fully Qualified Lawyer (female)",No,18,22.10.2013,24.10.2017,Unterems,NI,,Direktwahl
9575,11003514,Connemann,Gitta,,,10.05.1964,Leer,,weiblich,,"Verkäuferin, Volljuristin",CDU,"Sales Clerk, Fully Qualified Lawyer (female)",No,19,24.10.2017,26.10.2021,Unterems,NI,,Direktwahl
9576,11003514,Connemann,Gitta,,,10.05.1964,Leer,,weiblich,,"Verkäuferin, Volljuristin",CDU,"Sales Clerk, Fully Qualified Lawyer (female)",No,20,26.10.2021,,Unterems,NI,,Direktwahl
9577,11003515,Daub,Helga,,,12.06.1942,Wuppertal-Elberfeld,,weiblich,evangelisch,Hotelkauffrau,FDP,Hotel Clerk (female),No,15,17.10.2002,18.10.2005,,,NRW,Landesliste
9578,11003515,Daub,Helga,,,12.06.1942,Wuppertal-Elberfeld,,weiblich,evangelisch,Hotelkauffrau,FDP,Hotel Clerk (female),No,17,27.10.2009,22.10.2013,,,NRW,Landesliste
9579,11003516,Dobrindt,Alexander,,,07.06.1970,Peißenberg,,männlich,römisch-katholisch,Diplom-Soziologe,CSU,Graduate Sociologist,No,15,17.10.2002,18.10.2005,Weilheim,BAY,,Direktwahl
9580,11003516,Dobrindt,Alexander,,,07.06.1970,Peißenberg,,männlich,römisch-katholisch,Diplom-Soziologe,CSU,Graduate Sociologist,No,16,18.10.2005,27.10.2009,Weilheim,BAY,,Direktwahl
